Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,french_text
3312,Sorry.,All,neutral,neutral,331,5,5,2,"00:08:05,318","00:08:06,776",Excuse-nous.
3313,What happened?,Monica,neutral,neutral,331,6,5,2,"00:08:07,820","00:08:10,906",- Qu'est-ce qui est arrivé?
3314,"Well, y'know, a little of this, a little of that. Got myself a date tomorrow night.",Rachel,neutral,neutral,331,7,5,2,"00:08:11,157","00:08:12,824",Alors ? - On a parlé de choses et d'autres.J'ai rendez-vous demain soir.
3315,"See, didn't I tell you?! You're getting over Ross already!",Monica,joy,positive,331,8,5,2,"00:08:13,075","00:08:17,078",Je te l'avais dit ! Tu oublies déjà Ross.
3317,Get out!,Gunther,joy,positive,331,9,5,2,"00:08:18,664","00:08:19,706",Partez.
3318,I just didn’t see the fast song coming.,Ross,surprise,negative,332,0,8,1,"00:21:43,719","00:21:46,137",L'orchestre a accéléré le rythme.
3319,Shh.,Joey,neutral,neutral,332,1,8,1,"0:21:46,305","0:21:46,389",Je suis là.
3320,Shh.,Joey,neutral,neutral,332,2,8,1,"0:21:46,389","0:21:48,183",Je suis là.
3321,"Don’t try to talk, we’ll get you up to your room, we’ll soak your feet, you’ll be okay.",Joey,neutral,neutral,332,3,8,1,"0:21:48,183","0:21:50,915",N'essaie pas de parler. Tu vas prendre un bain de pieds. Ça va aller.
3322,"Oh, thank you.",Ross,neutral,neutral,332,4,8,1,"0:21:50,976","0:21:51,898",- Je vous remercie.
3323,That is so sweet!,Mona,joy,positive,332,5,8,1,"0:21:51,898","0:21:53,282",C'est adorable.
3324,Yeah.,Joey,neutral,neutral,332,6,8,1,"00:21:53,395","00:21:54,812",- Je suis sûr.
3325,"No, I mean it. There are so few genuinely nice guys out there.",Mona,anger,negative,332,7,8,1,"00:21:53,395","00:21:57,732","C'est vrai, les garçons gentils sont tellement rares."
3326,"Tell me about it, I feel like I’m holding down the fort all by myself.",Joey,neutral,neutral,332,8,8,1,"00:21:57,899","00:22:02,111",Pas facile. Je porte tout sur mes épaules !
3327,It’s Joey right?,Mona,neutral,neutral,332,9,8,1,"0:22:02,654","0:22:03,996","C'est Joey, votre prénom ? - Oui."
3328,Yeah.,Joey,neutral,neutral,332,10,8,1,"0:22:03,996","0:22:05,301",- Je suis sûr.
3329,Wait a minute!,Ross,surprise,negative,332,11,8,1,"0:22:05,407","0:22:06,089","Attendez ! Non ! C'est moi, le mec gentil !"
3330,No!,Ross,anger,negative,332,12,8,1,"0:22:06,089","0:22:07,132",- Je ne peux pas.
3331,I’m the nice one!,Ross,surprise,negative,332,13,8,1,"0:22:07,132","0:22:09,013",Je suis le gentil!
3332,I’m the one who danced with the kids all night!,Ross,surprise,negative,332,14,8,1,"00:22:09,077","00:22:12,955",J'ai dansé avec les enfants !
3333,How…How small are your feet?,Ross,neutral,neutral,332,15,8,1,"00:22:13,582","00:22:15,499",Tu as de tout petits pieds !
3335,"Uhh, do you mind sitting there. I’m-I’m saving this for my friend Ross.",Joey,neutral,neutral,333,0,4,11,"00:10:15,281","00:10:18,950",La place est prise. Je la garde pour mon ami Ross.
3336,You mean Dr. Geller?,Tour Guide,neutral,neutral,333,1,4,11,"00:10:19,201","00:10:20,577",Le Dr Geller ?
3337,Doctor? Wow! I didn’t know he had a nickname.,Joey,surprise,positive,333,2,4,11,"00:10:20,870","00:10:23,955",Docteur ? Je ne savais pas qu'il avait un surnom.
3338,"Oh, he won’t sit here.",Tour Guide,neutral,neutral,333,3,4,11,"00:10:25,374","00:10:27,167",ll ne viendra pas ici.
3339,"Only the people in the white coats sit over there,  and only the people in the blue blazers sit here.",Tour Guide,neutral,neutral,333,4,4,11,"00:10:27,376","00:10:34,758",Les gens en blouse blanche s'assoient là.Et les gens en blazer bleu s'assoient ici.
3340,"Yeah, it must’ve fallen out a few blocks back. I just figured we hit a dog.",Joey,joy,positive,334,0,4,7,"00:09:57,513","00:10:02,017",Quoi ? <i>- Elle a dû tomber.</i>J'ai cru qu'on avait percuté un chien.
3341,Okay.,Chandler,neutral,neutral,334,1,4,7,"00:10:03,185","00:10:04,185",Je suis en train de vous dire.
3342,"Listen uh, could you put Kathy on, I wanna apologize.",Joey,sadness,negative,334,2,4,7,"00:10:04,353","00:10:07,689",<i>Tu me passes Kathy ?</i> <i>Je voudrais m 'excuser.</i>
3343,Oh yeah man.  Joey.,Chandler,neutral,neutral,334,3,4,7,"00:10:08,441","00:10:09,816",C'est Joey.
3344,Hey.,Kathy,neutral,neutral,334,4,4,7,"00:10:10,526","00:10:11,526",Je suis là.
3345,"Oh no it’s fine, don’t worry about it.",Kathy,neutral,neutral,334,5,4,7,"00:10:11,736","00:10:14,613","Non, ne t'inquiète pas."
3346,"Yeah-no, stop apologizing, it’s okay.",Kathy,neutral,neutral,334,6,4,7,"00:10:14,822","00:10:17,741","Arrête de t'excuser, c'est pas grave."
3348,I’ll talk to you tomorrow.,Kathy,neutral,neutral,334,7,4,7,"00:10:17,992","00:10:20,243",Je t'appelle demain.
3349,"I should uh, probably go.",Kathy,neutral,neutral,334,8,4,7,"00:10:23,039","00:10:25,081",ll vaut mieux que je parte.
3350,Yeah. Yes! Yeah.,Chandler,neutral,neutral,334,9,4,7,"00:10:25,291","00:10:27,161",Je suis là.
3351,I forgot my purse.,Kathy,neutral,neutral,334,10,4,7,"00:10:39,889","00:10:41,890",J'ai oublié mon sac.
3352,Oh.,Chandler,neutral,neutral,334,11,4,7,"00:10:42,058","00:10:43,475",Je suis désolé.
3353,"No, I really did forget my purse.",Kathy,neutral,neutral,334,12,4,7,"00:10:49,899","00:10:52,567",J'ai vraiment oublié mon sac.
3354,"A new place for a new Ross. I'm gonna have you and all the guys from work over once it's y'know, furnished.",Ross,neutral,neutral,335,0,5,14,"00:21:29,538","00:21:35,584","Un nouvel appartement, un nouveau Ross. . .Je vais inviter toute l'équipe quand ce sera meublé."
3355,I must say it's nice to see you back on your feet.,Dr. Ledbetter,joy,positive,335,1,5,14,"00:21:35,836","00:21:37,962",Vous avez l'air d'aller mieux.
3356,Well I am that. And that whole rage thing is definitely behind me.,Ross,neutral,neutral,335,2,5,14,"00:21:38,213","00:21:42,174",Beaucoup mieux. Et mes accès de rage sont terminés.
3357,I wonder if its time for you to rejoin our team at the museum?,Dr. Ledbetter,neutral,neutral,335,3,5,14,"00:21:42,426","00:21:45,553",Vous pourriez peut-être réintégrer l'équipe.
3359,"....and 12, 22, 18, four...  What?",Ross,surprise,positive,336,0,3,10,"00:11:55,840","00:12:07,000",12...22...18...Quoi ?
3360,I spelled out boobies.,Chandler,joy,positive,336,1,3,10,"00:12:06,267","00:12:09,102","J'ai épelé ""Nibards»."
3361,"Ross, but me down for another box of the mint treasures, okay. Where, where are the mint treasures?",Monica,neutral,neutral,336,2,3,10,"00:12:13,649","00:12:20,071",Mets-m'en une autre de choco-menthe.Y en a plus ?
3362,"Ah, we’re out. I sold them all.",Ross,neutral,neutral,336,3,3,10,"00:12:20,948","00:12:23,032",J'ai tout vendu.
3363,What?,Monica,surprise,positive,336,4,3,10,"00:12:23,534","00:12:25,076",Quoi ?
3365,No.,Monica,sadness,negative,336,6,3,10,"00:12:29,915","00:12:32,959",- Je ne peux pas.
3366,"No, just, just, just a couple more boxes.",Monica,anger,negative,336,7,3,10,"00:12:29,915","00:12:35,211",Juste une ou deux boîtes !
3367,"It-it-it’s no big deal, all right, I’m-I’m cool.",Monica,fear,negative,336,8,3,10,"00:12:29,915","00:12:39,591","C'est pas grave, je suis cool !"
3368,You gotta help me out with a couple more boxes!,Monica,sadness,negative,336,9,3,10,"00:12:33,502","00:12:44,137",Mais dépanne-moi d'une boîte !
3369,"Mon, look at yourself. You have cookie on your neck.",Ross,disgust,negative,336,10,3,10,"00:12:45,222","00:12:47,724",T'as des miettes jusque dans le cou !
3370,Oh God!,Monica,sadness,negative,336,11,3,10,"00:12:48,184","00:12:49,225",Je suis désolé.
3371,"So, how many have you sold so far?",Chandler,neutral,neutral,336,12,3,10,"00:12:51,353","00:12:55,398",Combien t'en as vendues ? - Regarde-moi ça !
3372,Check this out. Five hundred and seventeen boxes!,Ross,surprise,positive,336,13,3,10,"00:12:51,353","00:12:59,819","Regardez ceci, 517 boîtes!"
3373,"Oh my God, how did you do that?",Chandler,surprise,positive,336,14,3,10,"00:12:55,566","00:12:59,819",51 7 boîtes ! - Comment t'as fait ?
3374,"Okay, the other night I was leaving the museum just as ‘Laser Floyd’ was letting out of the planetarium, without even trying I sold 50 boxes!",Ross,joy,positive,336,15,3,10,"00:12:59,987","00:13:09,788","L'autre soir, j'ai quitté le musée...au moment où les gens sortaient du show Laser Pink Floyd.J'ai vendu 50 boîtes, les doigts dans le nez !"
3375,"That’s when it occurred to me, the key to my success, ‘the munchies.’ So I ah, started hitting the NYU dorms around midnight.",Ross,joy,positive,336,16,3,10,"00:13:09,955","00:13:20,006","J'ai eu une idée : la clé du succès, c'est les en-cas !Alors je suis allé à la Cité U vers minuit.J'y vends mes biscuits à la pelle !"
3376,I am selling cookies by the case.,Ross,joy,positive,336,17,3,10,"00:13:21,967","00:13:25,136",Je vends des biscuits par cas.
3377,They call me: 'Cookie Dude!',Ross,joy,positive,336,18,3,10,"00:13:25,304","00:13:28,973","En me voyant, ils crient : ""Biscuit man ! """
3378,"Okay, stop what you’re doing, I need envelope stuffers, I need stamp lickers.....",Rachel,neutral,neutral,336,19,3,10,"00:13:30,434","00:13:34,687",Arrêtez tout. J'ai besoin de lécheurs de timbres.
3379,"Well hey, who did these resumes for ya?",Ross,surprise,positive,336,20,3,10,"00:13:34,855","00:13:37,065","Qui t'a tapé ces CV ? - Moi, sur mon ordinateur."
3380,Me! On my computer.,Chandler,joy,positive,336,21,3,10,"00:13:37,233","00:13:38,650",Je suis sur mon ordinateur.
3382,Hi.,Ross,neutral,neutral,337,0,8,2,"00:02:56,176","00:02:57,384",Je vous salue.
3383,Hey.  Soaps? Shampoos? Are you really taking all this stuff?,Chandler,surprise,negative,337,1,8,2,"00:02:58,553","00:03:02,139","Des savons, des shampooings. . . Tu emportes tout ça ?"
3384,Why not? It’s built into the price of the room.,Ross,neutral,neutral,337,2,8,2,"00:03:02,348","00:03:07,853",C'est inclus dans leur tarif.
3385,Yeah but you don’t need——What is this?,Chandler,surprise,positive,337,3,8,2,"00:03:02,348","00:03:11,106",Mais tu n'as pas besoin. . .C'est quoi ? - Du fil !
3386,Thread!,Ross,joy,positive,337,4,8,2,"00:03:08,104","00:03:11,106",Je suis en train de faire un truc.
3387,Score! Where are the disposable cameras?,Chandler,joy,positive,337,5,8,2,"00:03:12,442","00:03:18,488",Où sont les appareils photos ?
3388,What disposable cameras?,Ross,sadness,negative,337,6,8,2,"00:03:15,236","00:03:18,488",Quoi ?
3389,The cameras? Remember last night I told you to take them?,Chandler,surprise,negative,337,7,8,2,"00:03:18,656","00:03:20,699",Je t'ai demandé de les prendre.
3390,No you didn’t.,Ross,neutral,neutral,337,8,8,2,"00:03:20,909","00:03:22,000",Non.
3391,"Yes! Remember? Right before we cut the cake, I went up to you and I said",Chandler,surprise,negative,337,9,8,2,"00:03:20,909","00:03:25,037",Si. Juste avant qu'on coupe le gâteau. . .
3392,"Oh-oh yeah, you-you came up to me and asked if I could do you a favor, and my Uncle Murray came up to you and handed you a check.",Ross,neutral,neutral,337,10,8,2,"00:03:25,246","00:03:31,001",Tu m'as demandé de te rendre service. . .puis mon oncle Murray t'a donné un chèque.
3393,"And then you said, ""Why do they call it a check?",Ross,neutral,neutral,337,11,8,2,"0:03:31,252","0:03:33,274","Tu as dit : ''Pourquoi on dit un chèque, pas un émir ?''"
3394,"Why not a Yugoslavian?""",Ross,neutral,neutral,337,12,8,2,"0:03:33,274","0:03:35,007","Pourquoi pas un Yougoslave? """
3395,"Yeah, then you did that.",Ross,neutral,neutral,337,13,8,2,"0:03:38,927","0:03:40,512",Tu as fait pareil.
3396,So you don’t have the cameras?!,Chandler,surprise,negative,337,14,8,2,"0:03:40,512","0:03:43,464",Tu n'as pas les appareils ? - Non.
3397,No. Sorry man.,Ross,sadness,negative,337,15,8,2,"00:03:43,598","00:03:45,307",Je suis désolé.
3398,So? What? What? They’re gone! Monica’s gonna freak!,Chandler,surprise,negative,337,16,8,2,"00:03:43,598","00:03:48,810",lls ont disparu ? Monica va flipper !
3399,"Well, I’m sure they’re still somewhere here in the hotel. I’ll-I’ll help you look for them.",Ross,neutral,neutral,337,17,8,2,"00:03:45,475","00:03:50,437",lls sont dans l'hôtel. On les trouvera.
3400,Great.,Chandler,anger,negative,337,18,8,2,"00:03:50,647","00:03:51,647",C'est très bien.
3401,In-in three minutes.,Ross,neutral,neutral,337,19,8,2,"00:03:50,647","00:03:52,981",Super. - Dans trois minutes.
3402,"Uhh, Rachel, my parents",Joshua,neutral,neutral,338,0,4,18,"00:15:40,189","00:15:42,607","Rachel, mes parents."
3403,Ohh! It’s so nice to meet you.  Hello.,Rachel,joy,positive,338,1,4,18,"00:15:42,775","00:15:46,694",Ravie de faire votre connaissance.
3406,"Hello. Well, Joshua, that $500 was for groceries.",Mrs. Burgin,neutral,neutral,338,2,4,18,"00:15:47,321","00:15:52,450","Les 500 dollars, c'était pour remplir le frigidaire."
3407,What?,Rachel,surprise,negative,338,3,4,18,"00:15:53,994","00:15:54,000",- Je ne sais pas.
3408,"This-this, no, oh no, no-no-no, this is not—that’s-that’s not what it is.",Rachel,joy,positive,338,4,4,18,"00:15:53,994","00:15:58,873",Quoi ? Ca ? · C'est pas. . . C'est pas ça.
3409,"See, see, okay, I work in fashion, see and-and, this is a real dress actually.",Rachel,neutral,neutral,338,5,4,18,"00:15:59,041","00:16:04,921","Je travaille dans la mode, voyez-vous, et il s'agit là d'une vraie robe."
3410,"It’s-it’s, they’re-they’re wearing it in Milan, so part of my job is too wear the clothes, and then I see how people respond, and then I report back to my superiors at",Rachel,neutral,neutral,338,6,4,18,"00:16:05,089","00:16:17,767","On en voit à Milan. C'est en partie mon travail de porter les vêtements.Je vois la réaction des gens. . .et j'en fais part à mes supérieurs, à Bloomingdale's."
3411,Maybe in L.A?,Mrs. Burgin,neutral,neutral,338,7,4,18,"0:16:27,528","0:16:28,790",Peut-être à L.A.
3412,Yes!,Rachel,joy,positive,338,8,4,18,"0:16:28,790","0:16:29,620",Je suis là.
3413,There you go.,Joshua,neutral,neutral,338,9,4,18,"0:16:29,738","0:16:30,531",ll y a de l'idée !
3414,"So, have you kids eaten yet?",Mr. Burgin,neutral,neutral,338,10,4,18,"0:16:30,531","0:16:32,876","Vous avez mangé, les enfants ?"
3415,"Well, we were going to do that after—I mean umm, next.",Rachel,neutral,neutral,338,11,4,18,"00:16:32,992","00:16:35,535",On allait le faire après.
3416,"Well, we’re starving, why don’t we all go get something to eat?",Mr. Burgin,neutral,neutral,338,12,4,18,"00:16:37,121","00:16:41,791","On a faim, on va tous manger."
3417,"Oh, yeah, well… Yeah, no use wasting this baby, just lyin’ around the house.",Rachel,neutral,neutral,338,13,4,18,"00:16:41,959","00:16:47,839","Oh, oui, bien... oui, il est inutile de gaspiller ce bébé, juste se coucher dans la maison."
3418,So… We go eat.,Mr. Burgin,neutral,neutral,338,14,4,18,"00:16:48,757","00:16:51,384",Alors... on va manger.
3419,Yes.,Rachel,neutral,neutral,338,15,4,18,"00:16:50,000","00:16:51,384",- Je suis sûr.
3420,"You’ll wear that. We’ll be eating, and of course, you’ll be wearing that.",Mr. Burgin,neutral,neutral,338,16,4,18,"00:16:51,552","00:16:56,764","On mangera, et bien sûr, tu porteras ça."
3421,Well I guess I should’ve thought about my wife and kids before I talked back to chef Geller!,Joey,neutral,neutral,339,0,4,10,"00:20:46,870","00:20:52,041",J'aurais dû penser à ma femme et mes enfants. . .avant d'énerver le chef.
3422,Thanks.,Monica,neutral,neutral,339,1,4,10,"00:20:53,418","00:20:54,460",- Je vous remercie.
3424,Enough!,Monica,anger,negative,339,3,4,10,"00:21:02,010","00:21:03,469",Ca suffit. ·
3425,Lean lean lean,Joey,joy,positive,339,4,4,10,"00:21:04,846","00:21:07,390","Serrer, serrer. . ."
3428,Triskaidekaphobia.,Chandler,neutral,neutral,342,0,8,20,"0:07:25,933","0:07:26,745",Triskaidekaphobie.
3429,The fear of,Ross,neutral,neutral,342,1,8,20,"0:07:26,745","0:07:28,814",Peur des Triscuits ! - Non !
3430,"No! No, fear of the number 13.",Joey,neutral,neutral,342,2,8,20,"00:07:28,936","00:07:33,316",Peur du nombre 1 3. - Peur des Triscuits ?
3432,"It’s possible, they have really sharp edges.",Ross,neutral,neutral,342,3,8,20,"00:07:33,566","00:07:36,944",C'est possible. Ces biscuits ont un bord acéré.
3433,"All right Chandler, you’re up.",Joey,neutral,neutral,342,4,8,20,"00:07:38,321","00:07:39,780","Chandler, à vous !"
3434,"Wait a minute, I-I believe I’m entitled to use my Angel Pass for a free turn?",Ross,joy,positive,342,5,8,20,"00:07:40,031","00:07:43,618",J'ai le droit d'utiliser ma Carte Privilège.
3435,This game makes no sense!,Chandler,anger,negative,342,6,8,20,"0:07:43,784","0:07:45,244",Ce jeu est débile !
3436,Y’know what? You’re just upset because you’re losing.,Ross,joy,positive,342,7,8,20,"0:07:45,244","0:07:48,206",Tu râles parce que tu perds.
3437,"Oh come on Ross, I think we’re all losers here.",Chandler,neutral,neutral,342,8,8,20,"00:07:48,289","00:07:50,875","Arrête, Ross ! On est tous des perdants."
3438,"All right. Chandler, you can either spin the wheel or pick a Google card.",Joey,neutral,neutral,342,9,8,20,"00:07:52,919","00:07:56,672",La roue ou la Carte Glouglou ?
3439,Let me think. Let me think—Oh! I don’t care.,Chandler,anger,negative,342,10,8,20,"00:07:56,839","00:08:00,468",Attendez. . .Je m'en fiche.
3440,You-you must choose Mr. Bing.,Joey,neutral,neutral,342,11,8,20,"00:08:02,428","00:08:04,096","Choisissez, M. Bing."
3441,"Either, it makes no difference.",Chandler,neutral,neutral,342,12,8,20,"0:08:04,263","0:08:05,765","N'importe. C'est pareil. - Choisissez, abruti !"
3442,"Choose, you jackass!",Joey,anger,negative,342,13,8,20,"0:08:05,765","0:08:08,702","Choisissez, espèce d'idiot!"
3443,I’ll take a card.,Chandler,neutral,neutral,342,14,8,20,"00:08:09,644","00:08:13,272",Je prends une carte.
3444,"Okay, you picked the Gimmie card! You get all of Ross’s points!",Joey,joy,positive,342,15,8,20,"00:08:09,644","00:08:16,567",C'est la Carte Aboule. Vous prenez les points de Ross.
3445,What?!,Ross,surprise,negative,342,16,8,20,"00:08:13,439","00:08:16,567",- Je suis désolé.
3446,This game is kinda fun.,Chandler,joy,positive,342,17,8,20,"00:08:17,318","00:08:18,986",Ce jeu est amusant.
3447,You don’t think it’s a little crazy that you get all my points just ‘cause you,Ross,neutral,neutral,342,18,8,20,"00:08:20,154","00:08:23,282",Tu prends mes points juste parce que. . .
3448,I don’t think the contestants are supposed to speak to each other.,Chandler,neutral,neutral,342,19,8,20,"00:08:23,491","00:08:26,869",On ne doit pas se parler.
3450,Very funny Ross!,Joey,joy,positive,344,0,5,17,"00:02:13,550","00:02:15,425","Très marrant, Ross !"
3451,Very life-like and funny.,Joey,neutral,neutral,344,1,5,17,"0:02:15,593","0:02:17,554","Très ressemblant, et très marrant."
3452,Okay.,Joey,neutral,neutral,344,2,5,17,"0:02:17,554","0:02:19,218",Je suis en train de vous dire.
3453,"Oh no-no-no, I wasn't waving at you lady.",Joey,neutral,neutral,344,3,5,17,"00:02:21,474","00:02:23,976",Je vous faisais pas signe à vous !
3454,"Whoa, maybe I was!",Joey,surprise,positive,344,4,5,17,"00:02:25,937","00:02:28,772",Peut-être que si !
3456,"Get in there man! Flirt back, mix it up!",Monica,joy,positive,344,6,5,17,"00:02:32,402","00:02:35,654","Z yva ! Branche-la, fais mousser !"
3457,"Yeah, I-I-I'm down with that.",Joey,joy,positive,344,7,5,17,"00:02:36,489","00:02:38,490",Je vais assurer à donf !
3458,"Okay, here goes.",Joey,fear,negative,344,8,5,17,"00:02:40,702","00:02:42,327",C'est parti.
3459,How  you  a-doin'?,Joey,neutral,neutral,344,9,5,17,"00:02:43,746","00:02:46,915",Alors. . .poulette. . .ça gaze ?
3460,It worked!,Joey,surprise,positive,344,10,5,17,"0:02:51,838","0:02:52,673",Bingo
3461,She's waving me over.,Joey,joy,positive,344,11,5,17,"0:02:52,673","0:02:53,765",Elle me dit de venir
3462,"Okay, I-I-I'll be right over.",Joey,joy,positive,344,12,5,17,"0:02:53,765","0:02:55,362",J'arrive
3463,"Let's see, she's on the third floor",Joey,neutral,neutral,344,13,5,17,"00:02:55,508","00:02:57,759","Voyons, elle est au troisième. . ."
3464,"Wow! She is pretty, huh?",Monica,surprise,positive,344,14,5,17,"00:02:58,219","00:03:02,598","Elle est jolie, hein?"
3465,"Tell me about it, huh?  Oh no-no-no, I'm not with her, she's just Monica!  Ewwuck!",Joey,disgust,negative,344,15,5,17,"00:03:05,518","00:03:28,457",Très jolie ! - Je te le fais pas dire !Je suis pas avec elle ! Non !C'est que Monica !
3471,"Oh come on guys, it’s not like I moved to Europe! I just moved across the hall! And",Chandler,joy,positive,346,0,6,20,"00:08:20,374","00:08:25,629",Je ne suis pas parti vivre en Europe !Je suis allé habiter en face.
3472,Ahh! Aren’t you dressed yet?,Monica,surprise,negative,346,1,6,20,"0:09:04,627","0:09:06,212",Tu n'es pas habillé ? - Suis-je encore tout nu ?
3473,Am I naked again?!,Chandler,surprise,negative,346,2,6,20,"0:09:06,212","0:09:08,950",Je suis nu à nouveau?
3474,We’re supposed to meet my parents in 15 minutes.,Monica,neutral,neutral,346,3,6,20,"00:09:09,715","00:09:12,133",On voit mes parents dans 15 mn.
3475,"Yeah okay, I was just talking to the guys. Just look at them I mean, is it okay if they come visit?",Chandler,neutral,neutral,346,4,6,20,"00:09:12,301","00:09:17,722",Je parlais aux copains.lls peuvent venir nous voir ?
3476,Wh?! What about my allergies?!,Monica,surprise,positive,346,5,6,20,"00:09:17,890","00:09:20,100",Et mes allergies ?
3477,"Oh right, your allergies.  All her, she hates you.",Chandler,neutral,neutral,346,6,6,20,"00:09:20,268","00:09:27,023",Tes allergies...Tu parles. Elle vous déteste.
3490,Open it! Open it! Open it!,Rachel,joy,positive,348,0,8,18,"00:08:53,354","00:08:56,023",Ouvre !
3491,Yeah baby!,Ross,joy,positive,348,1,8,18,"00:08:55,000","00:08:56,023","Oui, mon bébé!"
3492,So we never got to hear about your wedding!,Man,joy,positive,348,2,8,18,"00:08:56,273","00:09:00,152",On a été surpris d'apprendre votre mariage !
3494,"No, no, it was just our parents and 1 or 2 friends. It was a small wedding.",Ross,neutral,neutral,348,4,8,18,"00:09:00,361","00:09:06,534",ll y avait nos parents et quelques amis. Un petit mariage.
3496,Hey!,Monica,joy,positive,349,0,9,19,"0:01:52,488","0:01:53,420",Je suis là.
3497,Hey!,Phoebe,joy,positive,349,1,9,19,"0:01:53,420","0:01:54,342",Je suis là.
3498,Hi!,Ross,joy,positive,349,2,9,19,"0:01:54,342","0:01:55,405",Je vous en prie.
3499,"So, do you guys wanna come and eat dinner at the restaurant    sometime in the next few weeks?",Monica,neutral,neutral,349,3,9,19,"00:01:55,491","00:01:58,953",Vous voulez venir dîner dans mon restaurant ?
3500,Sure!,Phoebe,joy,positive,349,4,9,19,"0:01:59,161","0:02:00,253",- Bien sûr!
3501,I'd love to!,Ross,joy,positive,349,5,9,19,"0:02:00,253","0:02:00,463",Avec plaisir...
3502,Well you,Monica,neutral,neutral,349,6,9,19,"00:02:00,663","00:02:01,872",Vous êtes bien
3503,"Well, I can't give you a massage, because my licence has been    revoked again!",Phoebe,sadness,negative,349,7,9,19,"00:02:04,000","00:02:10,381",Je ne peux pas te masser. Ma licence m'a encore êtê retirêe.
3504,"Phoebe, what happened?",Ross,neutral,neutral,349,8,9,19,"00:02:10,548","00:02:14,135",Pourquoi ?
3505,"Well, it was an accident...You know, it's a lot of oil and sometimes    the hand just slips!",Phoebe,neutral,neutral,349,9,9,19,"00:02:14,301","00:02:17,721","Je n'ai pas fait exprès.On met plein d'huile, parfois la main glisse."
3506,Have I got a surprise for you? Pack your bags!,Chandler,joy,positive,349,10,9,19,"00:02:19,515","00:02:22,309",J'ai une surprise pour toi ! Fais tes bagages.
3507,Oh no!You guys aren't supposed to get divorced for 7 years!,Phoebe,surprise,negative,349,11,9,19,"00:02:22,476","00:02:26,897",Vous ne deviez pas divorcer avant sept ans.
3508,"Umm, this is nice.",Chandler,neutral,neutral,350,0,3,6,"00:18:55,217","00:18:57,677",C'est doux.
3509,"I know, it is isn’t it?",Monica,joy,positive,350,1,3,6,"00:18:57,886","00:18:59,554","Oui, hein ?"
3510,"No, I mean it, this feels really good. Is it a hundred percent cotton?",Chandler,joy,positive,350,2,3,6,"00:19:01,390","00:19:13,568",Sérieusement ! C'est vraiment très doux !C'est 100 °% coton ?
3511,"Yeah! And I got it on sale, too.",Monica,joy,positive,350,3,3,6,"00:19:12,568","00:19:15,570",Je l'ai eue en soldes !
3512,"Anyway, I should go, one of the lifeguards was just about to dismantle a nuclear device.",Chandler,neutral,neutral,350,4,3,6,"00:19:16,780","00:19:22,243",J'y vais.Un maître-nageur s'apprêtait à démonter une ogive nucléaire.
3513,"Well, if you wanna get a drink later we can.",Monica,neutral,neutral,350,5,3,6,"00:19:23,078","00:19:25,454",Si tu veux aller boire un verre...
3514,"Oh yeah, that sounds great.  Oh, and listen, it’s, it’s gonna be....",Chandler,neutral,neutral,350,6,3,6,"00:19:25,706","00:19:29,834",D'accord !Tout ira...
3515,I know. Thanks.,Monica,neutral,neutral,350,7,3,6,"00:19:30,252","00:19:31,252",Je sais.Merci.
3516,So? Come on! Explain yourself Geller! First you get my Rachel pregnant!,Dr. Green,anger,negative,351,0,8,8,"00:11:31,982","00:11:38,863","Alors ? Expliquez-vous, Geller !Vous avez mis Rachel enceinte !"
3517,You got Rachel pregnant?!,Mona,surprise,negative,351,1,8,8,"00:11:35,903","00:11:38,863",C'est vrai ?
3518,Who did?!,Ross,surprise,negative,351,2,8,8,"0:11:39,115","0:11:39,797",Qui a fait ca ? . - Vous !
3519,You did!,Dr. Green,anger,negative,351,3,8,8,"0:11:39,797","0:11:40,204",Vous l'avez fait!
3520,"Yes. Yes, yes I did.  But-but it was, it was just a one night thing. It meant nothing.",Ross,fear,negative,351,4,8,8,"00:11:42,284","00:11:46,496","Oui, c'est vrai. Mais c'était juste une nuit. Ça ne signifiait rien."
3521,Oh? Really? That’s what my daughter means to you? Nothing?,Dr. Green,anger,negative,351,5,8,8,"00:11:46,706","00:11:50,583",Vraiment ? Ma fille n'est rien pour vous ?
3522,"No! No sir umm, she means a lot to me. I mean, I care—I-I love Rachel.",Ross,fear,negative,351,6,8,8,"00:11:50,835","00:11:54,671","Non, monsieur. Elle compte beaucoup pour moi. Je l'aime."
3523,What?!,Mona,surprise,negative,351,7,8,8,"00:11:54,880","00:11:57,465",- Je suis désolé.
3524,"Oh but not that way. I mean…I mean I’m not in love with her. I love her like a, like a friend.",Ross,joy,positive,351,8,8,8,"00:11:57,675","00:12:02,053",Pas dans ce sens-là.Je ne suis pas amoureux. Je l'aime comme une amie.
3525,Oh really? That’s how treat a friend? You get her in trouble and then refuse to marry her?,Dr. Green,anger,negative,351,9,8,8,"00:12:02,221","00:12:04,389",Comme une amie ? Et vous refusez de l'épouser ?
3526,Hey! I offered to marry her!,Ross,anger,negative,351,10,8,8,"0:12:04,598","0:12:06,480",J'ai proposé de l'épouser ! Mais je ne voulais pas.
3527,Wh,Mona,joy,positive,351,11,8,8,"0:12:06,480","0:12:06,732",- Je ne sais pas.
3528,But I didn’t want to.,Ross,anger,negative,351,12,8,8,"00:12:06,851","00:12:08,977",Mais je ne voulais pas.
