Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,greek_text
4864,So the going for help went well?,Monica,neutral,neutral,496,14,3,17,"00:14:29,869","00:14:32,203",Πήγατε για βοήθεια;
4865,"I’m telling you man, I saw it.",Joey,neutral,neutral,497,0,3,8,"00:08:02,482","00:08:04,149",Σου λέω ότι το είδα.
4866,"Yeah, well, you’re wrong! Okay, you’re wrong.",Chandler,anger,negative,497,1,3,8,"00:08:04,317","00:08:06,234","Κάνεις λάθος, εντάξει;"
4867,"I’m not wrong! I wish I was. I’m sorry. Bet that barium enema doesn’t sound so bad now, huh?",Joey,sadness,negative,497,2,3,8,"00:08:06,402","00:08:20,373","Δεν κάνω λάθος.Μακάρι να έκανα!Λυπάμαι.Τώρα το κλύσμα δε φαίνεται και τόσο άσχημο, ε;"
4868,I know.,Monica,neutral,neutral,498,0,7,5,"00:07:09,303","00:07:12,097","- Ναι, το ξέρω."
4869,Let’s try a look…of far off…wonderment.,Monica,neutral,neutral,498,1,7,5,"00:07:09,303","00:07:14,683",Ας προσπαθήσουμε ένα άλλο βλέμμα.Σαν να θαυμάζεις κάτι που είναι μακριά.
4870,"Okay, we’ll-we’ll gaze into our future and we’ll think about our marriage and the days to come.",Monica,joy,positive,498,2,7,5,"00:07:14,976","00:07:20,397",Θα ατενίσουμε το μέλλον μας και θα σκεφτούμε τον γάμο μας.
4871,Chandler!,Monica,surprise,negative,498,3,7,5,"0:07:26,195","0:07:26,757",Τσάντλερ
4872,What is the matter with your face?!,Monica,surprise,negative,498,4,7,5,"0:07:26,757","0:07:29,417",τι έπαθε το πρόσωπό σου;
4873,"I mean this picture is supposed to say ""Geller and Bing to be married,"" not ""Local woman saves drowning moron!""",Monica,anger,negative,498,5,7,5,"00:07:29,532","00:07:38,623","Υποτίθεται πως η φωτογραφία θα λέει ""Γκέλερ και Μπινγκ παντρεύονται""..."
4874,Hey!,Monica,anger,negative,498,6,7,5,"0:07:36,414","0:07:37,886",- Γεια σου!
4875,Don’t laugh at him!,Monica,anger,negative,498,7,7,5,"0:07:37,886","0:07:38,676",Μην γελάς μαζί του
4876,He’s,Monica,neutral,neutral,498,8,7,5,"00:07:38,791","00:07:41,209",Είναι ο δικός μου ηλίθιος
4879,We’re gonna find love!,Rachel,joy,positive,499,0,6,25,"0:04:40,446","0:04:42,168",-Θα βρούμε την αγάπη. -Σίγουρα.
4880,Definitely!,Phoebe,joy,positive,499,1,6,25,"0:04:42,168","0:04:43,178",- Σίγουρα!
4881,"Yeah, I’m pretty confident about that.",Rachel,neutral,neutral,499,2,6,25,"00:04:44,701","00:04:47,327",Το πιστεύω.
4882,That’s what makes it so easy for me to be 80% happy for Monica and Chandler!,Rachel,joy,positive,499,3,6,25,"00:04:47,912","00:04:52,124",Αυτό με κάνει να είμαι 80% χαρούμενη για την Μόνικα και τον Τσάντλερ.
4883,It would be nice to have a little guarantee though.,Rachel,neutral,neutral,499,4,6,25,"0:04:53,376","0:04:55,087",Θα ήταν καλό πάντως αν είχα ένα αποκούμπι.
4884,What do you mean?,Phoebe,neutral,neutral,499,5,6,25,"0:04:55,087","0:04:56,361",Τι εννοείς;
4885,"Well y’know, some people make deals with a friend, like if neither of them are married by the time they’re 40, they marry each other.",Rachel,neutral,neutral,499,6,6,25,"00:04:56,546","00:05:05,512",Μερικοί συμφωνούν μ'έναν φίλο ότι αν μέχρι τα 40 είναι ελεύθεροι......θα παντρευτούν μεταξύ τους.
4886,You mean a backup?,Phoebe,neutral,neutral,499,7,6,25,"0:05:03,928","0:05:04,971",-Εννοείς εφεδρία; -Ακριβώς.
4887,Exactly!,Rachel,joy,positive,499,8,6,25,"0:05:04,971","0:05:05,573",- Ακριβώς!
4888,"Yeah, yeah I got that.",Phoebe,neutral,neutral,499,9,6,25,"00:05:05,763","00:05:07,514",-Εγώ έχω. -Αλήθεια;
4889,You do?,Rachel,neutral,neutral,499,10,6,25,"0:05:09,100","0:05:09,851",- Το ξέρεις;
4890,Hm-mmm,Phoebe,neutral,neutral,499,11,6,25,"0:05:09,851","0:05:10,592",- Ναι.
4891,Who?,Rachel,neutral,neutral,499,12,6,25,"0:05:10,768","0:05:11,936",-Ποιον; -Τον Τζόι.
4894,Yeah!,Phoebe,joy,positive,499,15,6,25,"0:05:12,270","0:05:14,481","- Ναι, ναι."
4895,Are you serious?!,Rachel,surprise,negative,499,16,6,25,"0:05:14,481","0:05:15,255",-Σοβαρολογείς; -Το κλείσαμε πριν χρόνια.
4896,"Yeah, I locked him years ago!",Phoebe,joy,positive,499,17,6,25,"00:05:15,440","00:05:17,107","Ναι, τον κλειδώσαμε πριν χρόνια!"
4897,"Wh… So… If neither of you are married by the time you’re 40, you’re gonna marry Joey.",Rachel,surprise,positive,499,18,6,25,"00:05:20,278","00:05:25,324","Αν στα 40 είστε ελεύθεροι, θα παντρευτείς τον Τζόι;"
4898,"Yep, we shook on it. Yeah but believe me that is not how he wanted to seal the deal.",Phoebe,neutral,neutral,499,19,6,25,"00:05:25,575","00:05:31,955",Δώσαμε και τα χέρια. Αλλιώς ήθελε εκείνος να κλείσουμε τη συμφωνία.
4899,"Oh, seriously?",Rachel,surprise,positive,499,20,6,25,"00:05:33,166","00:05:38,420",- Σοβαρά;
4900,"Yeah uh, what am I gonna do?",Joey,neutral,neutral,499,21,6,25,"00:09:09,549","00:09:16,763","Ναι, τι θα κάνω;"
4901,"Yeah, I’m sorry man.  You wanna go watch?",Chandler,neutral,neutral,500,0,6,11,"00:20:55,295","00:21:01,842",Λυπάμαι.-Πάμε τις δούμε; -Ναι!
4902,Yeah!,Joey,joy,positive,500,1,6,11,"00:21:00,300","00:21:01,842","- Ναι, ναι."
4903,Good morning.,Tag,neutral,neutral,501,0,7,5,"00:11:32,483","00:11:34,401","-Καλημέρα. -Γεια σου, Ταγκ."
4904,"Hi Tag! Hey, so did you have fun with uh, with Joey last night?",Rachel,joy,positive,501,1,7,5,"00:11:32,483","00:11:37,362",Πέρασες καλά χθες βράδυ με τον Τζόι;
4905,Oh yeah! We went to the Knicks game.,Tag,joy,positive,501,2,7,5,"00:11:37,530","00:11:39,197","-Ναι, πήγαμε σ'ένα παιχνίδι των Νικς. -Μπράβο."
4906,Ohh that’s nice.,Rachel,joy,positive,501,3,7,5,"00:11:39,365","00:11:41,116","Ω, αυτό είναι ωραίο."
4907,Then we went to this bar and he hooked us up with all these women!,Tag,joy,positive,501,4,7,5,"00:11:41,283","00:11:44,828",Και μετά πήγαμε σ'ένα μπαρ και με γνώρισε σ'ένα σωρό γυναίκες.
4908,Wo-women? You mean like old women?,Rachel,disgust,negative,501,5,7,5,"00:11:47,790","00:11:51,126",Εννοείς μεγάλες γυναίκες;
4909,"Well kinda old, like 30.",Tag,neutral,neutral,501,6,7,5,"00:11:52,044","00:11:54,087","Περίπου, γύρω στα τριάντα."
4910,Oh.,Rachel,neutral,neutral,501,7,7,5,"00:11:59,927","00:12:01,970",- Δεν ξέρω.
4911,"And I never used to be able to just talk to girls in bars, but I got like 20 phone numbers last night.",Tag,surprise,positive,501,8,7,5,"00:11:59,927","00:12:07,225","Μέχρι τώρα ντρεπόμουν να πάω και να μιλήσω σε μια κοπέλα στο μπαρ......χθες όμως, πήρα τουλάχιστον είκοσι τηλέφωνα."
4912,"That’s great! Wow man, so Joey must’ve really taught you some stuff huh?",Rachel,surprise,positive,501,9,7,5,"00:12:08,227","00:12:14,481",Υπέροχα!-Ωστε σού'μαθε πολλά ο Τζόι; -Κάμποσα.
4913,A little.,Tag,neutral,neutral,501,10,7,5,"0:12:14,650","0:12:15,362",- Λίγο.
4914,Yeah?,Rachel,surprise,positive,501,11,7,5,"0:12:15,362","0:12:16,870","- Ναι, ναι."
4915,How you doin’?,Tag,neutral,neutral,501,12,7,5,"00:12:17,361","00:12:19,112",Τι γίνεται;
4916,"Phoebe, we are so proud of you! You're amazing!",Monica,joy,positive,502,0,5,3,"00:21:36,128","00:21:39,797","Φοίβη, είμαστε τόσο περήφανοι. Είσαι καταπληκτική!"
4917,I know.,Phoebe,neutral,neutral,502,1,5,3,"00:21:40,007","00:21:41,132",Το ξέρω.
4918,So does it really hurt as bad as they say?,Rachel,joy,positive,502,2,5,3,"00:21:43,051","00:21:52,685",Πονάει όσο λενε;
4940,Well that’s it. I’m done. Whew!  There come the meat sweats.,Joey,joy,positive,504,0,8,9,"00:20:59,633","00:21:07,348",Αυτό ήταν. Τελείωσα.Τώρα έρχεται ο ιδρώτας του κρέατος.
4941,"Well Joey, we’re all…we’re all very proud of you.",Monica,joy,positive,504,1,8,9,"00:21:11,812","00:21:14,605","Τζόι, είμαστε περήφανοι για σένα."
4942,"Yes, I believe we can expect a call from the President any moment now.",Chandler,neutral,neutral,504,2,8,9,"00:21:14,815","00:21:19,527",Θα περιμένουμε τηλεφώνημα από τον Πρόεδρο.
4943,Is there anything we can do for you?,Phoebe,neutral,neutral,504,3,8,9,"0:21:19,778","0:21:21,113",-Μπορούμε να κάνουμε κάτι για σένα; -Μόνο μη μου πιέσεις το στομάχι.
4944,"No just, nobody press on my stomach.",Joey,neutral,neutral,504,4,8,9,"0:21:21,113","0:21:24,230","Όχι, απλά, κανείς δεν πιέζει το στομάχι μου."
4945,You can keep those pants by the way.,Rachel,neutral,neutral,504,5,8,9,"00:21:24,366","00:21:25,908",Μπορείς να κρατήσεις το παντελόνι.
4946,Whoa—hey—wh-wh-what do you got there? What is that? Pie?,Joey,surprise,positive,504,6,8,9,"00:21:28,620","00:21:32,707",Τι έχεις εκεί; Πίτα;
4947,"Yeah, you want some?",Monica,neutral,neutral,504,7,8,9,"0:21:32,916","0:21:34,918",-Θέλεις; -'Ενα μικρό κομματάκι.
4948,"Ah, just cut me a little sliver.",Joey,joy,positive,504,8,8,9,"0:21:34,918","0:21:36,980",Απλά κόψε μου ένα μικρό κομμάτι.
4949,A little bigger.,Joey,neutral,neutral,504,9,8,9,"0:21:36,980","0:21:37,180",Λίγο μεγαλύτερο.
4950,Little bigger.,Joey,neutral,neutral,504,10,8,9,"00:21:39,131","00:21:41,382",Μεγαλύτερο.
4951,What?!,Joey,surprise,positive,504,11,8,9,"0:21:44,344","0:21:44,696",Τι;
4952,Are you afraid you’re gonna run out?!,Joey,anger,negative,504,12,8,9,"0:21:44,696","0:21:45,697",Οικονομία κάνεις; Κόψε ένα αληθινό κομμάτι!
4953,Cut me a real piece!,Joey,anger,negative,504,13,8,9,"0:21:45,697","0:21:46,903",Κόψε μου ένα πραγματικό κομμάτι!
4954,"Phoebe, oh my God! Wh-wh-what are you doing here?",Ross,surprise,positive,505,0,7,2,"00:01:57,200","00:01:59,451","Φίμπι, τι κάνεις εδώ;"
4955,"I need to talk to you, it’s pretty urgent. It’s about Monica and Chandler.",Phoebe,neutral,neutral,505,1,7,2,"00:01:59,619","00:02:03,122",Πρέπει να σου μιλήσω. Είναι επείγον. Για την Μόνικα και τον Τσάντλερ.
4956,Oh my God!,Ross,surprise,negative,505,2,7,2,"0:02:03,373","0:02:04,166",- Θεέ μου! - Όχι!
4957,"Of course, of course.",Ross,neutral,neutral,505,3,7,2,"0:02:04,166","0:02:05,604",Βέβαια.
4958,"Umm, would you please excuse me for a moment?",Ross,neutral,neutral,505,4,7,2,"00:02:05,708","00:02:08,335",Μας συγχωρείτε για λίγο.
4959,"Umm, do you know each other’s hometowns?",Ross,neutral,neutral,505,5,7,2,"00:02:08,503","00:02:12,589",Ξέρετε από που κατάγεστε όλοι;
4960,Why don’t you…   Wh-what’s going on?,Ross,fear,negative,505,6,7,2,"00:02:13,508","00:02:14,925",Τι τρέχει;
4961,"Well, umm, not much.",Phoebe,neutral,neutral,505,7,7,2,"00:02:15,135","00:02:19,721","Λοιπόν, εεε, όχι πολύ."
4962,"But, I was just thinking that since those guys just got engaged that maybe it would be nice if they had some privacy, y’know?",Phoebe,neutral,neutral,505,8,7,2,"00:02:20,014","00:02:22,224",Σκεφτόμουν ότι αρραβωνιάστηκαν......και θα θέλουν να μείνουν μόνοι.
4963,"So, could I just move in with you for a couple days?",Phoebe,neutral,neutral,505,9,7,2,"00:02:22,433","00:02:26,103",Να μείνω μαζί σου μερικές μέρες;
4964,"Umm, okay, yeah, sure. But wh-what’s wrong with Monica and Chandler?",Ross,neutral,neutral,505,10,7,2,"00:02:29,065","00:02:32,734",Βέβαια. Τρέχει κάτι μαζί τους;
4965,Nothing..Why?,Phoebe,neutral,neutral,505,11,7,2,"00:02:32,944","00:02:35,154",Τίποτα! Γιατί;
4966,"Phoebe, you said it was urgent!",Ross,anger,negative,505,12,7,2,"00:02:37,407","00:02:38,907",Είπες ότι ήταν επείγον!
4967,Oh yeah it is! I’m going to the movies and it starts in like five minutes.,Phoebe,neutral,neutral,505,13,7,2,"00:02:39,117","00:02:42,286",Ναι! Πάω στο σινεμά που ξεκινά σε πέντε λεπτά.
4968,Do you realize I have a classroom full of students?,Ross,anger,negative,505,14,7,2,"00:02:45,415","00:02:49,626",Δεν ξέρεις ότι έχω μια τάξη γεμάτη εδώ;
4969,"Oh, I’m sorry. I’m so rude. Does anyone want to come to the movies?",Phoebe,neutral,neutral,505,15,7,2,"00:02:51,421","00:02:55,591","Συγγνώμη, ήμουν αγενής. Θέλει να έρθει κανείς στο σινεμά;"
4970,"Look, look, there’s got to be a way we can work past this.",Ross,sadness,negative,506,0,3,16,"00:20:44,368","00:20:47,411",Πρέπει να υπάρχει κάποιος τρόπος να το ξεπεράσουμε.
4971,"Okay,  I can’t imagine, I can’t imagine my life without you.",Ross,fear,negative,506,1,3,16,"00:20:47,579","00:20:50,581",Δεν μπορώ να φανταστώ τη ζ ωή μου χωρίς εσένα.
4972,"Without, without these arms, and your face, and this heart.",Ross,sadness,negative,506,2,3,16,"00:20:50,749","00:20:59,715",Χωρίς τα χέρια σου......χωρίς το πρόσωπό σου και την καρδιά σου...
4973,"Your good heart Rach,  and, and....",Ross,sadness,negative,506,3,3,16,"00:20:59,883","00:21:02,009","Η καλή σου καρδιά Ραχ, και..."
4974,No.,Rachel,neutral,neutral,506,4,3,16,"00:21:06,515","00:21:07,932","- Όχι, δεν είναι."
4975,"I can’t, you’re a totally different person to me now.",Rachel,sadness,negative,506,5,3,16,"00:21:08,684","00:21:11,852","Δεν μπορώ, για μένα τώρα είσαι εντελώς διαφορετικός."
4976,"I used to think of you as somebody that would never, ever hurt me, ever.",Rachel,sadness,negative,506,6,3,16,"00:21:12,521","00:21:17,692",'Ησουν κάποιος που νόμιζ α ότι ποτέ θε θα με πληγώσει.Ποτέ.
4977,"God, and now I just can’t stop picturing with her, I can’t,  it doesn’t matter what you say, or what you do, Ross.",Rachel,sadness,negative,506,7,3,16,"00:21:20,654","00:21:26,867","Δεν θα σταματήσω να σε φαντάζ ομαι μαζί της!Δεν έχει σημασία τι λες ή τι κάνεις, Ρος..."
4978,"It’s just changed, everything.",Rachel,sadness,negative,506,8,3,16,"00:21:27,035","00:21:29,662",...αυτό τα άλλαξε όλα.
4979,Forever.,Rachel,sadness,negative,506,9,3,16,"00:21:32,124","00:21:33,749",Για πάντα.
4980,"Yeah, but this can’t be it, I mean.",Ross,sadness,negative,506,10,3,16,"00:21:44,720","00:21:46,220",Δεν μπορεί να είναι το τέλος.
4981,Then how come it is?,Rachel,sadness,negative,506,11,3,16,"00:21:51,601","00:21:53,769","Τότε, γιατί είναι;"
4982,"Windows are clean, candels are lit.",Monica,neutral,neutral,507,0,1,22,"00:05:27,452","00:05:30,996","Τα τζ άμια καθαρά, τα κεριά αναμμένα."
4983,"Uh, belt's to tight, gotta change the belt.",Monica,joy,positive,507,1,1,22,"00:05:27,452","00:05:33,332","Η ζ ώνη με σφίγγει, πρέπει να την αλλάξω."
4984,Did I turn the fish?,Monica,neutral,neutral,507,2,1,22,"0:05:33,499","0:05:34,876",Γύρισα το ψάρι; 'Οχι
4985,"No, cause I made lasagne.",Monica,neutral,neutral,507,3,1,22,"0:05:34,876","0:05:36,694",γιατί έφτιαξα λαζ άνια.
4986,Am I out of control?,Monica,anger,negative,507,4,1,22,"0:05:38,087","0:05:39,439",'Εχω χάσει τον έλεγχο;
4987,Just a touch.,Rachel,neutral,neutral,507,5,1,22,"0:05:39,439","0:05:42,013",Λιγάκι.
4988,"Mon, I don't understand.",Rachel,neutral,neutral,507,6,1,22,"00:05:42,133","00:05:43,258",Δεν καταλαβαίνω. Βγαίνεις μαζί του από...
4989,"I mean, you've been dating this guy since like, what... his midterms?",Rachel,surprise,negative,507,7,1,22,"00:05:43,426","00:05:47,346",...τα διαγωνίσματα του.
4990,"I mean, why all the sudden are you so... Oh.",Rachel,surprise,positive,507,8,1,22,"00:05:47,513","00:05:51,391",Γιατί είσαι ξαφνικά τόσο...
4991,What?,Monica,neutral,neutral,507,9,1,22,"00:05:55,313","00:05:56,980",Τι;
4992,Could tonight be the Night?,Rachel,joy,positive,507,10,1,22,"00:05:57,148","00:05:59,941",Μήπως απόψε θα είναι ''η βραδιά'';
4993,I don't know.,Monica,neutral,neutral,507,11,1,22,"00:06:01,527","00:06:02,694",Δεν ξέρω. Είναι απίθανος τύπος...
4994,Look he's a great guy and I love being with him but... you know.,Monica,joy,positive,507,12,1,22,"00:06:02,862","00:06:08,200","...μ'αρέσει να κάνω παρέα μαζί του, αλλά..."
4995,"Things happen, and they happen.",Monica,joy,positive,507,13,1,22,"00:06:08,368","00:06:09,951",αυτά τα πράγματα συμβαίνουν
4996,You don't plan these things.,Monica,neutral,neutral,507,14,1,22,"00:06:10,119","00:06:11,620",Δεν τα προσχεδιάζεις
4997,"So, did you shave your legs?",Rachel,neutral,neutral,507,15,1,22,"0:06:13,748","0:06:15,840",Ξύρισες τα πόδια σου;
4998,Yeah.,Monica,neutral,neutral,507,16,1,22,"0:06:15,840","0:06:16,352","- Ναι, ναι."
5000,Ross!,Joey,anger,negative,508,0,5,18,"00:16:23,565","00:16:24,983",Ρος!
5002,"Okay, Raymond, Joey you're up.",The Casting Director,neutral,neutral,508,2,5,18,"00:16:31,782","00:16:33,908","Ρέιμοντ, Τζόη, σειρά σας."
5003,Hi!,Joey,joy,positive,508,3,5,18,"00:16:38,122","00:16:39,956",Γεια σου!
5004,"Okay, uh well, let's try one. Whenever you guys are ready.",The Casting Director,neutral,neutral,508,4,5,18,"00:16:40,124","00:16:43,501","Εντάξει, ας δοκιμάσουμε. Όποτε είστε έτοιμοι."
5005,Uh-oh.,Joey,fear,negative,508,5,5,18,"0:16:44,878","0:16:45,546",- Δεν ξέρω.
5006,Is there a problem?,The Casting Director,neutral,neutral,508,6,5,18,"0:16:45,546","0:16:47,018",Υπάρχει πρόβλημα;
5007,"Well this is noodle soup and uh, I've been working with tomato.",Joey,neutral,neutral,508,7,5,18,"00:16:47,131","00:16:50,925",Είναι χυλόπιτες. Έκανα εξάσκηση με ντοματόσουπα.
5008,"But that's okay, no problem.",Joey,neutral,neutral,508,8,5,18,"0:16:51,552","0:16:53,114",Είναι εντάξει. Κανένα πρόβλημα.
5009,No problem.,Joey,neutral,neutral,508,9,5,18,"0:16:53,114","0:16:53,686",- Δεν υπάρχει πρόβλημα.
5010,"Hmm, noodle soup.",Joey,neutral,neutral,508,10,5,18,"00:16:53,804","00:16:56,014",Μμμ... χυλόπιτες.
5011,"Y'know, that's-that's fine, but the line is, ""Hmm, soup.""",The Casting Director,neutral,neutral,508,11,5,18,"00:16:56,181","00:16:59,559","Ξέρεις, ωραία. Αλλά η ατάκα είναι, ""Μμμ...σούπα."""
5012,"Oh, what did I say?",Joey,surprise,negative,508,12,5,18,"0:16:59,727","0:17:00,859",-Τι είπα; -Μμμ... χυλόπιτες.
5013,"Hmm, noodle soup.",The Casting Director,neutral,neutral,508,13,5,18,"0:17:00,859","0:17:02,736",- Σούπα με νουντ.
5014,How's that different?  Oh! Yeah!,Joey,surprise,positive,508,14,5,18,"00:17:05,065","00:17:11,696",Ποιά η διαφορά;
5015,"All right, let's try one.",The Casting Director,neutral,neutral,508,15,5,18,"00:17:12,656","00:17:15,074",Εντάξει. Δοκιμάζουμε.
5016,"Hmm, noodle soup.",Joey,neutral,neutral,508,16,5,18,"00:17:18,620","00:17:21,789",Μμμ......χυλόπιτα.
5017,Okay. Let's do it again.,The Casting Director,neutral,neutral,508,17,5,18,"0:17:24,835","0:17:26,546",Πάμε πάλι.
5018,Okay.,Joey,neutral,neutral,508,18,5,18,"0:17:26,546","0:17:27,159","- Εντάξει, εντάξει."
5019,"Hmm, soup.  I mean, noodle soup. I mean soup!",Joey,anger,negative,508,19,5,18,"00:17:33,635","00:17:35,678","Μμμ...σούπα.Εννοώ, χυλόπιτες. Εννοώ, σούπα!"
5020,COME ON!!!!,Raymond,anger,negative,508,20,5,18,"00:17:35,846","00:17:36,846",Έλα!
5021,Y'know what? We need to move on.,The Casting Director,anger,negative,508,21,5,18,"00:17:39,725","00:17:42,018",Ξέρεις τι; Ας προχωρήσουμε.
5022,"No! No! I-I can do it one more time! See? Look!  Hmm, noodle soup. Damnit!",Joey,anger,negative,508,22,5,18,"00:17:44,354","00:17:49,400","Όχι, το κάνω μια ακόμη φορά.Κοίτα.Μμμ... χυλόπιτες.Γαμώτο!"
5023,Okay. Just give us a second. Ross!,Rachel,neutral,neutral,509,0,8,23,"00:01:10,934","00:01:14,687",Δώστε μας ένα λεπτό.
5024,Yeah?,Ross,neutral,neutral,509,1,8,23,"00:01:16,064","00:01:17,065","- Ναι, ναι."
5025,Give her some money.,Rachel,neutral,neutral,509,2,8,23,"0:01:17,232","0:01:18,454",Δώσ' της μερικά λεφτά.
5026,I really think they’re out of rooms.,Ross,neutral,neutral,509,3,8,23,"0:01:18,454","0:01:21,670",Δώσ' της χρήματα. - Πραγματικά δεν έχουν δωμάτια.
5027,"They’re not!! Ross, they’re just saving them for the important people!! Okay?! What-what if I was the president?!",Rachel,anger,negative,509,4,8,23,"00:01:21,819","00:01:26,616",Τα φυλάνε για σημαντικά άτομα. Αν ήμουν ο Πρόεδρος;
5028,"Well then we’d be in a lot of trouble, you don’t know where any countries are.",Ross,neutral,neutral,509,5,8,23,"00:01:26,866","00:01:29,994",Θα είχαμε πρόβλημα. Δεν ξέρεις πού είναι καμία χώρα.
5029,Okay.,Ross,neutral,neutral,509,6,8,23,"00:01:32,413","00:01:33,915","- Εντάξει, εντάξει."
5030,"Uh, say would you umm… Would you mind checking again to see if any umm, private rooms may have  opened up?",Ross,neutral,neutral,509,7,8,23,"00:01:34,582","00:01:45,760",Μήπως μπορείτε να ξανακοιτάξετε;Μήπως ελευθερώθηκε κανένα μονόκλινο δωμάτιο;
5031,This is a hospital.,Nurse,neutral,neutral,509,8,8,23,"00:01:43,758","00:01:45,760",Εδώ είναι νοσοκομείο.
5033,Y’know what?,Rachel,neutral,neutral,509,9,8,23,"0:01:45,969","0:01:46,861",Ξέρεις κάτι;
5034,I’d have to say I really don’t care for your tone.,Rachel,anger,negative,509,10,8,23,"0:01:46,861","0:01:49,490",Δε μ' αρέσει ο τόνος σου.
5035,And this is not the only hospital in this city and we have no problem to—Whoa!,Rachel,anger,negative,509,11,8,23,"00:01:49,597","00:01:55,478",Δεν είναι το μοναδικό νοσοκομείο στην πόλη και δεν έχουμε πρόβλημα...Πόνος!
5036,Oh gosh!,Rachel,surprise,negative,509,12,8,23,"00:01:54,000","00:01:55,478","- Ω, Θεέ μου!"
5038,What-what?,Ross,surprise,negative,509,13,8,23,"0:01:55,645","0:01:57,407",- Τι; - Τι;
5039,Ow! Ow! Contraction.  Ow-ow! Ow-ow!,Rachel,surprise,negative,509,14,8,23,"0:01:57,407","0:01:57,545","Συγκρίσεις, συρρίκνωση."
5040,Would you like to see a semi-private room?,Nurse,neutral,neutral,509,15,8,23,"0:02:01,359","0:02:03,487",Θέλετε να δείτε ένα μισοιδιωτικό δωμάτιο;
5041,"Yeah, it couldn’t hurt to look.",Rachel,neutral,neutral,509,16,8,23,"0:02:03,487","0:02:04,758","Ναι, δεν θα μπορούσε να κάνει κακό να κοιτάξει."
5042,"I'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from New York to Los Angeles, he doesn't just lose three hours, he loses like a week and a half.",Ross,neutral,neutral,510,0,1,14,"00:11:16,592","00:11:28,395","Αν τα σκυλιά παθαίνουν τζετλαγκ, τότε......αφού εφτά χρόνια σκυλιού ισοδυναμούν με ένα ανθρώπου......όταν ένα σκυλί πετάει από Ν. Υόρκη στο Λ. Αντζελες......δε χάνει μόνο τρεις ώρες, χάνει μιάμιση βδομάδα."
5043,That's funny. Who are they?,Kristin,joy,positive,510,1,1,14,"00:11:36,153","00:11:56,256",Ποιές είναι;
5044,"The blond woman is my ex-wife, and the woman touching her is her... close, personal friend.",Ross,neutral,neutral,510,2,1,14,"00:11:56,590","00:12:04,472",Η ξανθιά είναι η πρώην γυναίκα μου......κι αυτή που την αγγίζει......η στενή προσωπική της φίλη.
5045,You mean they're lovers.,Kristin,surprise,positive,510,3,1,14,"00:12:07,059","00:12:08,768",Δηλαδή είναι ερωμένες;
5046,If you wanna put a label on it.,Ross,neutral,neutral,510,4,1,14,"00:12:09,019","00:12:11,104",Αν θέλεις να βάλεις ταμπέλα.
5047,"Wow, uh, anything else I should know?",Kristin,surprise,positive,510,5,1,14,"00:12:12,356","00:12:17,485","-Πρέπει να μάθω τίποτε άλλο; -'Οχι, αυτό ήταν."
5048,"Oh God, Ross, I cannot do this.",Rachel,sadness,negative,511,0,1,19,"0:09:51,299","0:09:53,231",-Δεν μπορώ να το κάνω αυτό! -Γρήγορο και επώδυνο.
5049,"Okay, quick and painful.",Ross,neutral,neutral,511,1,1,19,"0:09:53,231","0:09:55,353","Εντάξει, γρήγορα και επώδυνο."
5050,"Oh God... Okay. Alright. Alright. Okay. Ross, please don't hate me.",Rachel,fear,negative,511,2,1,19,"00:10:04,228","00:10:10,150",Θεέ μου!Μη με μισήσεις.
5051,"Oh, what? What-what?",Ross,surprise,negative,511,3,1,19,"00:10:11,193","00:10:12,235",Τι;
5052,Y'know Marcel?,Rachel,neutral,neutral,511,4,1,19,"00:10:15,114","00:10:16,990",Ξέρεις τον Μαρσέλ;
5053,...Yeah?,Ross,neutral,neutral,511,5,1,19,"00:10:17,783","00:10:20,201","- Ναι, ναι."
5054,"Well, I kind of... I kind of lost him.",Rachel,sadness,negative,511,6,1,19,"00:10:17,783","00:10:23,997",Κατά κάποιο τρόπο... τον έχασα.
5055,Hi Pheebs!,Rachel,joy,positive,512,0,7,15,"0:09:39,620","0:09:39,912","Γεια σου, Φοίβη."
5056,Hi!,Phoebe,joy,positive,512,1,7,15,"0:09:39,912","0:09:40,330",Γεια σου!
5057,How are ya?,Rachel,neutral,neutral,512,2,7,15,"0:09:40,330","0:09:41,462",Πώς είσαι;
5058,Good.,Phoebe,neutral,neutral,512,3,7,15,"0:09:41,462","0:09:41,782","- Ναι, καλά."
5059,"Umm Pheebs, remember when we were in the coffee house we decided that I was going to keep the uh, the cute guy’s cell phone?",Rachel,neutral,neutral,512,4,7,15,"00:09:41,831","00:09:47,887",Θυμάσαι που συμφωνήσαμε ότι εγώ θα κρατούσα το κινητό;
5060,Yeah.,Phoebe,neutral,neutral,512,5,7,15,"00:09:48,045","00:09:50,585","- Ναι, ναι."
5061,And remember how I said I was going to keep it in my purse so that if it rang I could just pick it up?,Rachel,neutral,neutral,512,6,7,15,"0:09:50,756","0:09:52,925",Κι ότι θα τό'βαζα στην τσάντα μου ώστε αν χτυπούσε να το σήκωνα;
5062,Yeah!,Phoebe,joy,positive,512,7,7,15,"0:09:52,925","0:09:53,601","- Ναι, ναι."
