Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,spanish_text
5118,"Well, that was ah...",Kate,neutral,neutral,518,8,3,19,"00:20:01,283","00:20:03,618",Vaya eso ha estado ah...
5119,What?! What are you doing?!,Monica,surprise,negative,519,0,7,12,"00:15:11,452","00:15:14,162",Qué?. Qué estas haciendo?.
5120,Do you know what just happened?,Chandler,anger,negative,519,1,7,12,"00:15:14,622","00:15:16,831",Sabes lo que acaba de pasar?.
5121,Yeah. We-we had sex and then we fell asleep.,Monica,neutral,neutral,519,2,7,12,"00:15:18,000","00:15:21,836","Si, hicimos el amor, y luego nos quedamos dormidos."
5122,No. We were in the middle of sex…and,Chandler,neutral,neutral,519,3,7,12,"00:15:23,797","00:15:27,258","No, estabamos en la mitad, cuando tú te quedaste dormida."
5123,"Nooo! No, that’s not true. No, best time ever! Yeah, you rocked my world!",Monica,joy,positive,519,4,7,12,"00:15:31,847","00:15:42,023","No!. Eso no es verdad!.No, fue lo mejor!.Oscilaste mi mundo."
5124,"Don't worry, Chandler, it's not a globe of the United States.",Joey,neutral,neutral,520,0,7,8,"00:04:07,288","00:04:10,249","No te preocupes, Chandler, no es una bola de los Estados Unidos."
5125,Hey you guys I'm gonna go out and take a walk.,Phoebe,neutral,neutral,520,1,7,8,"00:04:17,966","00:04:20,592","Oigan, chicos, voy a dar un paseo por ahí."
5126,"Phoebe, why is your bag moving?",Ross,surprise,negative,520,2,7,8,"00:04:20,843","00:04:23,095","Phoebe, ¿por qué se mueve tu bolsa?"
5127,"Oh, it's not!",Phoebe,neutral,neutral,520,3,7,8,"0:04:23,304","0:04:24,139","Oh, ¡que va!"
5128,"Seriously, it's moving!",Rachel,surprise,negative,520,4,7,8,"0:04:24,139","0:04:25,911","En serio, ¡se mueve!"
5129,What the hell is in there?,Joey,surprise,negative,520,5,7,8,"00:04:26,099","00:04:29,559",¿Qué demonios hay ahí dentro?
5130,It's just my knitting that's all!  Yes! I knit this. I'm very good.,Phoebe,neutral,neutral,520,6,7,8,"00:04:26,099","00:04:40,612",¡Son sólo mis agujas de ganchillo!
5131,There will come a time in each of your careers when you’ll have a chance to screw over another soap opera actor.,Joey,neutral,neutral,521,0,3,7,"00:19:55,444","00:20:02,491",LlegarÃ¡ un momento en vuestra carrera en el que tendrÃ©is la oportunidad defastidiar a otro actor de culebrones
5132,"I had such an opportunity in the recent, present.",Joey,neutral,neutral,521,1,3,7,"00:20:03,202","00:20:06,954",Yo he tenido esa oportunidad en un
5133,"And I’m ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.",Joey,sadness,negative,521,2,3,7,"00:20:08,957","00:20:18,633","presente reciente. Y me avergÃ¼enza deciros que la aprovechÃ©. Le aconsejÃ© aotro actor que interpretara un papel, en plan homosexual. SÃ­. Los dos hicimos"
5134,"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.",Joey,anger,negative,521,3,3,7,"00:20:24,723","00:20:32,980","la prueba para el papel y, bueno, resulta que a ellos, que a ellos...,les gustÃ³ el toque gay y lo cogieron a Ã©l. Y ahora tiene un contrato de dos"
5135,"And now, he’s got a two year contract opposite Susan Luchhi, the first lady of daytime television, and me, me I’m stuck here teaching a bunch of people, most of whom are too ugly to even be on TV.",Joey,sadness,negative,521,4,3,7,"00:20:42,282","00:20:50,581","aÃ±os para actuar con Susan Luchhi, la primera dama del culebrÃ³n  de tarde.Y yo estoy aquÃ­ sentado dando clases a un grupo de personas, la mayorÃ­a de lascuales son demasiado feas para salir en la tele."
5136,"I’m sorry, I’m sorry, I’m sorry.",Joey,sadness,negative,521,5,3,7,"00:21:06,765","00:21:08,933","Lo siento mucho, lo siento, lo siento."
5137,Thank you.,Joey,neutral,neutral,521,6,3,7,"00:21:18,860","00:21:20,319",Gracias.
5138,Rach?,Phoebe,surprise,positive,522,0,7,18,"00:20:57,047","00:20:58,089",¿Rach? ¿Qué quieres decir?
5139,I’ll be out in a second.,Rachel,neutral,neutral,522,1,7,18,"00:20:58,257","00:21:01,509",Saldre en un segundo.
5140,Oh.  It’s just so unexpected! I…I uh…Boy I’ll tell you it’s just such an honor to be nominated for a,Phoebe,joy,positive,522,2,7,18,"00:21:05,806","00:21:17,817","""No me lo esperaba....Ya es un honor estar nominada para.......un premio Nobel."
5141,"Honey, we have to go. Our reservations are at 8:00.",Rachel,neutral,neutral,522,3,7,18,"00:21:27,828","00:21:33,499",Nuestra reservacion es a las ocho.
5142,in Reservations at 8:00 by Neil Simon.  Thank-thank you Neil. Thank you for the words.,Phoebe,neutral,neutral,522,4,7,18,"00:21:29,913","00:21:37,545","""...Por ""Reservacion a las ocho"" de Neil Simon."
5143,"Okay honey, you can finish this later we’re gonna be late. We gotta go.",Rachel,neutral,neutral,522,5,7,18,"00:21:38,088","00:21:40,840","Gracias, Neil. Gracias por tus palabras. ""Termina despues. Vamos a llegar tarde."
5144,"Please, don’t play the music. Just uh one more.",Phoebe,joy,positive,522,6,7,18,"00:21:41,008","00:21:43,342",Por favor no pongan la musica. Solo una cosa más.
5169,Hey.,Phoebe,neutral,neutral,524,0,3,10,"00:07:23,985","00:07:25,485",Hola.
5170,"Hey. What, what are you doing here?",Joey,surprise,positive,524,1,3,10,"00:07:25,653","00:07:27,988",Hola. Â¿QuÃ© haces por aquÃ­?
5171,"Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental.",Phoebe,sadness,negative,524,2,3,10,"00:07:28,156","00:07:34,578","VerÃ¡s, he estado pensando en lo que me dijiste, y um,me he dado cuenta de que tal vez fui demasiado crÃ­tica"
5172,"Yeah,  oh, but oh...",Phoebe,neutral,neutral,524,3,3,10,"00:07:34,745","00:07:36,872","SÃ­, uy, pobre"
5173,"Look now, Phoebe remember, hey, their just fulfilling their Christmas....",Joey,neutral,neutral,524,4,3,10,"00:07:37,039","00:07:41,960","Vamos, Phoebe Â¿recuerdas lo que te dije?su misiÃ³n el la vida es fomentar el espÃ­ritu nav...NavideÃ±o."
5174,Destiny.,Phoebe,neutral,neutral,524,5,3,10,"0:07:42,128","0:07:42,671",Exacto.
5175,Sure.,Joey,neutral,neutral,524,6,3,10,"0:07:42,671","0:07:43,047",Si.
5176,Yes.,Phoebe,neutral,neutral,524,7,3,10,"0:07:43,047","0:07:43,689",Eso.
5177,All right.,Joey,neutral,neutral,524,8,3,10,"00:07:43,754","00:07:46,465",EstÃ¡ bien.
5178,Okay.  Yikes! That one doesn’t look very fulfilled.,Phoebe,surprise,negative,524,9,3,10,"00:07:46,966","00:07:49,968",Â¡Vaya! Ese no parece muy realizado.
5179,"Oh, that’s, that’s ah, one of the old ones, he’s just taking it to the back.",Joey,neutral,neutral,524,10,3,10,"00:07:50,136","00:07:53,388","No, ese es uno de los viejos, se pone en la parte de atrÃ¡s."
5180,"You keep the old ones in the back, that is so ageist.",Phoebe,anger,negative,524,11,3,10,"00:07:53,556","00:07:58,393",Â¿Guardas los viejos en la parte de atrÃ¡s?Eso es discriminaciÃ³n.
5181,Well we have to make room for the fresh ones.,Joey,neutral,neutral,524,12,3,10,"0:07:59,437","0:08:01,329",Bueno. Necesitamos sitio para los jÃ³venes.
5182,"So, what happens to the old guys?",Phoebe,sadness,negative,524,13,3,10,"0:08:01,329","0:08:03,875",Â¿Y quÃ© pasa con los viejos?
5183,"Well, they go into the chipper.",Joey,neutral,neutral,524,14,3,10,"00:08:04,358","00:08:05,859",Se convierten en astillas.
5184,"Why, do I have a feeling that’s not as happy as it sounds?  No! Nooooo!!!",Phoebe,fear,negative,524,15,3,10,"00:08:07,361","00:08:14,868",Â¿Porque tengo la sensaciÃ³n de que eso no es tan bonito como parece? Â¡No!
5185,Hey! Hey!!,Joey,surprise,negative,524,16,3,10,"00:08:21,626","00:08:23,418",Â¡Hey! Â¡Â¡Hey!!
5186,Light still out?,Monica,neutral,neutral,525,0,1,4,"0:16:42,001","0:16:42,919",Â¿Sigue apagada la luz?
5187,Yeah.,Rachel,neutral,neutral,525,1,1,4,"0:16:42,919","0:16:43,981",Bueno
5188,Oh. Maybe they're- napping.,Monica,neutral,neutral,525,2,1,4,"00:16:44,086","00:16:46,004",puede que estÃ©n durmiendo.
5189,"Oh please, they're having sex.",Rachel,sadness,negative,525,3,1,4,"00:16:46,171","00:16:48,965","Oh por favor, estÃ¡n haciendo el amor."
5190,Shut up!,Monica and Phoebe,anger,negative,525,4,1,4,"00:16:49,133","00:16:50,633",Â¡Cierra el pico!
5191,"So, whaddya think George is like?",Rachel,neutral,neutral,525,5,1,4,"00:16:55,931","00:16:59,267",Diganme... Â¿CÃ³mo creen que serÃ¡ este George?
5192,I think he's shy.,Monica,neutral,neutral,525,6,1,4,"0:16:59,435","0:17:00,478",Yo creo que es tÃ­mido.
5193,Yeah?,Phoebe,surprise,positive,525,7,1,4,"0:17:00,478","0:17:01,869","¿Sí, qué?"
5194,Yeah. I think you have to draw him out. And then- when you do- he's a preppy animal.,Monica,neutral,neutral,525,8,1,4,"00:17:01,979","00:17:08,735","SÃ­, primero se le tiene que provocar."
5195,"Hi! Hi, I’m Ross, you don’t know me, but I’m a big, big fan of yours. I mean,",Ross,joy,positive,526,0,3,5,"00:19:49,396","00:19:56,944","gran admirador tuyo. Te vi en Terciopelo Azul Â¡Uh! Jejeje, eh, querÃ­a saber"
5196,Aren’t you with that girl over there?,Isabella,neutral,neutral,526,1,3,5,"00:20:11,793","00:20:14,086",Â¿No estas con esa chica de ahÃ­?
5197,"Well, yeah, kinda.",Ross,neutral,neutral,526,2,3,5,"00:20:18,759","00:20:20,259",Â¿Que
5198,"Um, but that’s okay, see we have an understanding, um, see we each have this list of five famous people,  so I’m allowed to sleep with you.",Ross,neutral,neutral,526,3,3,5,"00:20:20,427","00:20:28,351","Bueno, si, mas o menos, pero no pasa nada, tenemos un acuerdo.Cada uno tiene una lista de, de cinco personas famosas y tu estas en la mÃ­a,"
5199,"No, no, no, it’s flattery.",Ross,joy,positive,526,4,3,5,"00:20:31,396","00:20:34,148","asÃ­ que puedo acostarme contigo... No, no, no, no, es un halago."
5201,"Oh no, no, no, wait, wait, Isabella.",Ross,joy,positive,526,5,3,5,"00:20:36,652","00:20:40,821","Ujuju, no estoy segura..."
5202,"Don’t, don’t just dismiss this so fast.",Ross,fear,negative,526,6,3,5,"00:20:40,989","00:20:42,865","No, no, no te vayas, espera, espera Isabella... No lo descartes tan"
5203,I mean this is a once in a lifetime opportunity...,Ross,neutral,neutral,526,7,3,5,"00:20:43,033","00:20:45,451","rÃ¡pidamente, sin duda es una oportunidad Ãºnica en la vida."
5204,"Yeah, for you. Is that the list?",Isabella,neutral,neutral,526,8,3,5,"00:20:45,619","00:20:50,248","Si, para ti... Â¿Es esa la lista?"
5205,"Um, yeah.",Ross,neutral,neutral,526,9,3,5,"0:20:50,415","0:20:50,797","Eh, si."
5206,May I see it?,Isabella,neutral,neutral,526,10,3,5,"0:20:50,797","0:20:52,059",Â¿Puedo verla?
5207,"Um, no.",Ross,fear,negative,526,11,3,5,"0:20:52,167","0:20:52,877","Eh, no."
5208,Come on!,Isabella,joy,positive,526,12,3,5,"0:20:52,877","0:20:53,349",vamos.
5209,"But, okay.",Ross,neutral,neutral,526,13,3,5,"00:20:53,460","00:20:55,086","Bueno, bueno ."
5210,I’m not on the list!,Isabella,surprise,negative,526,14,3,5,"00:20:55,837","00:20:57,171",Yo no estoy en esta lista.
5211,"Um, see, but that’s not the final draft.",Ross,neutral,neutral,526,15,3,5,"00:20:57,339","00:20:59,840",Es porque no es la versiÃ³n definitiva.
5212,It’s laminated!,Isabella,anger,negative,526,16,3,5,"00:21:00,342","00:21:02,301",Esta plastificada.
5213,"Yeah, um, okay see, you were, you were on the list but my friend, Chandler  brought up the very good point that you are international, so I bumped you for Wynona Rider, local.",Ross,neutral,neutral,526,17,3,5,"00:21:03,262","00:21:09,433","Si, eh, veras, antes estabas en mi lista, pero mi amigo Chandler... , dijo,no sin razÃ³n, que tu eras internacional,asÃ­ que te sustituÃ­ por Wynona Rider que es de aquÃ­."
5214,Y'know it’s ironic...,Isabella,neutral,neutral,526,18,3,5,"00:21:19,444","00:21:22,905",Â¿Sabes?
5216,...because I have a list of five goofy coffee house guys and yesterday I bumped you for that guy over there.,Isabella,neutral,neutral,526,19,3,5,"00:21:19,444","00:21:30,371","Es curioso, porque yo tengo una lista con los cinco tipos mas tontosque he conocido en una cafeterÃ­a, y ayer decidÃ­ sustituirte por ese de ahÃ­."
5217,We’re just gonna be friends.,Ross,neutral,neutral,526,20,3,5,"00:21:38,380","00:21:39,964",Solo vamos a ser amigos.
5226,"Oh Mon, listen I have to ask!",Rachel,surprise,positive,528,0,6,15,"00:17:08,068","00:17:20,288","Oh Mon, tengo que preguntarte una cosa!."
5227,"Okay, Joey Tribbiani invited me back to his apartment, now does he do this with a lot of girls?",Rachel,neutral,neutral,528,1,6,15,"00:17:10,863","00:17:20,288",Joey Tribbiani me invito a su apartamento...Hace eso con todas las chicas?.
5228,"Yeah, a lot. A lot, a lot!",Monica,neutral,neutral,528,2,6,15,"00:17:15,284","00:17:20,288","Si, con un montón. Muchisimas!."
5229,"Ohh! And I’m one of them!! Wow! Oh, I just cannot believe this! I mean, Joey Tribbiani!",Rachel,surprise,positive,528,3,6,15,"00:17:20,456","00:17:29,464","Y yo soy una de ellas!!.Oh, no puedo creerlo. Es Joey Tribbiani!"
5230,"Well, y’know it’s none of my business, but aren’t you married?",Monica,neutral,neutral,528,4,6,15,"00:17:29,715","00:17:39,098","Bueno, no es que sea asunto mio, pero no estabas casada?."
5231,Yeah. Oh I just wish we could not be married for a little bit! Y’know I just wish we could be like on a break!,Rachel,anger,negative,528,5,6,15,"00:17:32,342","00:17:43,227","Si. Ojalá no estuviera casada por un ratito!.Ya sabes, ojalá estuvieramos en un descanso!."
5232,Ross! I think she is trying to make something happen with you to get back at me!,Rachel,anger,negative,529,0,6,14,"00:17:44,772","00:17:48,232",Ross!. Creo que está intentando hacer que suceda algo contigo para vengarse de mi!
5233,So that’s the only reason she could be here huh?,Ross,neutral,neutral,529,1,6,14,"00:17:48,400","00:17:51,235",Así que esa es la única razón por la que podría estar aquí?.
5234,It couldn’t have anything to do with the fact that-that maybe I’m a good listener and I uh I put on a,Ross,neutral,neutral,529,2,6,14,"00:17:51,403","00:18:06,000",Seguro que no tiene nada que ver con el echo de que quizás.....Sea alguien que sepa escuchar y que prepare unas diapositivas geniales!.
5235,"Ross, I am telling you that she is using you to get back at me!",Rachel,anger,negative,529,3,6,14,"00:18:00,704","00:18:06,000","Ross, te digo que te está usando para vengarse de mi!."
5237,"I think I can take care of myself, I’ll talk to you later.",Ross,neutral,neutral,529,4,6,14,"0:18:06,168","0:18:09,640",Sabes qué? Creo que puedo cuidar de mi mismo
5238,Good-bye.,Ross,neutral,neutral,529,5,6,14,"0:18:09,640","0:18:11,054",ya hablaremos más tarde. Adios.
5239,Whoa!,Ross,surprise,positive,529,6,6,14,"00:18:12,091","00:18:13,716",¡Qué bueno!
5240,"Uh, that was your sister actually.",Ross,neutral,neutral,529,7,6,14,"00:18:14,885","00:18:18,679",Eso fue tu hermana en realidad.
5241,She-she thinks that you’re just using me.,Ross,neutral,neutral,529,8,6,14,"00:18:18,847","00:18:21,182",Ella-ella piensa que me estás usando.
5242,So?,Jill,neutral,neutral,529,9,6,14,"00:18:22,017","00:18:23,726",Y?.
5243,I’m sorry.,Phoebe,sadness,negative,530,0,3,25,"0:18:57,136","0:18:58,068",Lo siento.
5244,What are you doing here?!,Phoebe Sr,surprise,negative,530,1,3,25,"0:18:58,068","0:18:59,697",QuÃ© estÃ¡s haciendo aquÃ­?!
5245,"I-I, came to fill your ice cube trays.",Phoebe,neutral,neutral,530,2,3,25,"00:19:00,180","00:19:03,850","Pues, he-he-he venido a llenarte las cubeteras."
5246,What?!,Phoebe Sr,surprise,negative,530,3,3,25,"00:19:05,102","00:19:06,561",QuÃ©?!
5247,"Umm, okay, okay, look.",Phoebe,neutral,neutral,530,4,3,25,"00:19:09,565","00:19:12,358","Umm, estÃ¡ bien, vale, mira"
5248,I took this picture from your fridge.,Phoebe,anger,negative,530,5,3,25,"0:19:12,526","0:19:14,548","Agarre esta foto de tu freezer, ok? Porque sÃ©"
5249,"Okay, because I know that this is my Father.",Phoebe,anger,negative,530,6,3,25,"0:19:14,548","0:19:16,708",que este es mi padre. SÃ­
5250,"Yeah, this is Frank Buffay and you are standing right there next to him.",Phoebe,anger,negative,530,7,3,25,"00:19:16,822","00:19:20,241",este es Frank Buffay y tÃº estÃ¡s justo a su lado.
5251,"Now, look I deserve to know where I came from.",Phoebe,anger,negative,530,8,3,25,"00:19:20,784","00:19:23,202","Ahora, mira, merezco saber de dónde vengo."
5252,All right?,Phoebe,anger,negative,530,9,3,25,"0:19:23,370","0:19:23,788",¿Qué quieres?
5253,So if you can help me find my Father then you should!,Phoebe,anger,negative,530,10,3,25,"0:19:23,788","0:19:26,641",a mi padre
5254,"Otherwise, you’re just mean!",Phoebe,anger,negative,530,11,3,25,"00:19:26,748","00:19:29,000",deberÃ­as hacerlo. De lo contrario serÃ¡s una bruja! AsÃ­ que
5255,"So, just tell me the truth!",Phoebe,anger,negative,530,12,3,25,"00:19:31,420","00:19:33,629",dime la verdad!
5256,"All right, the man in the picture is Chuck Magioni.",Phoebe Sr,neutral,neutral,530,13,3,25,"00:19:34,089","00:19:40,052","De acuerdo, el hombre de la fotografÃ­a es Chuck Magioni."
5257,My Father is Chuck Magioni?,Phoebe,surprise,negative,530,14,3,25,"00:19:42,181","00:19:44,974",Mi padre es Chuck Magioni?
5258,"No, no, that’s just Chuck Magioni, I-I sold him a house last year!",Phoebe Sr,neutral,neutral,530,15,3,25,"00:19:45,142","00:19:53,816","No, no, ese es Chuck Magioni, le vendÃ­ una casa el aÃ±o pasado! Y lo siento"
5259,"And I’m very sorry, but I don’t know where your Father is, and that’s the truth.",Phoebe Sr,sadness,negative,530,16,3,25,"00:19:49,605","00:19:55,735","mucho, pero sinceramente, no sÃ© dÃ³nde estÃ¡ tÃº padre, esa es la verdad."
5260,Oh.,Phoebe,sadness,negative,530,17,3,25,"00:19:56,320","00:19:57,570",Vaya.
5261,"But umm, you’re right.",Phoebe Sr,neutral,neutral,530,18,3,25,"00:19:57,946","00:20:00,406",Pero umm
5262,I think that a person should know where they come from.,Phoebe Sr,neutral,neutral,530,19,3,25,"00:20:00,991","00:20:03,951",tienes razÃ³n. Creo que cada persona debe saber de dÃ³nde proviene.
5263,"Wh-which is why I ah,  ahh,  okay.",Phoebe Sr,neutral,neutral,530,20,3,25,"00:20:04,620","00:20:14,629","Por eso yo ah, ahh, estÃ¡ bien"
5264,I’m your mother.,Phoebe Sr,neutral,neutral,530,21,3,25,"00:20:15,672","00:20:17,340",Soy tu madre
5265,Heh?,Phoebe,surprise,negative,530,22,3,25,"00:20:20,177","00:20:21,677",Heh?
5266,"Y'know I wanted to tell you yesterday, but I just, I kinda felt all floopy, and...",Phoebe Sr,sadness,negative,530,23,3,25,"00:20:22,512","00:20:27,642","Oh, verÃ¡s, querÃ­a decÃ­rtelo ayer, pero es que... estaba un poco flipada y..."
5267,What’s happening to your accent?,A Student,surprise,negative,531,0,6,4,"00:20:01,742","00:20:04,327",¿Qué le pasa a su acento?
5268,Come again?,Ross,surprise,negative,531,1,6,4,"0:20:07,164","0:20:07,976",¿Cómo dice? ¿Qué
5269,What’s-what’s this nonsense?,Ross,fear,negative,531,2,6,4,"0:20:07,976","0:20:10,173",qué es esa tontería?
5270,"All right, I’m-I’m not English.",Ross,sadness,negative,531,3,6,4,"00:20:14,213","00:20:16,964","De acuerdo, no... no soy ingles."
5271,I’m from Long Island.,Ross,neutral,neutral,531,4,6,4,"00:20:18,592","00:20:20,927",Soy de Long Island.
5272,"I was really nervous and the accent just uh, just came out.",Ross,sadness,negative,531,5,6,4,"00:20:21,428","00:20:25,806",Pero estaba muy nervioso y el acento sólo... salió sólo.
5273,I’m sorry.,Ross,sadness,negative,531,6,6,4,"00:20:25,974","00:20:28,184",Lo siento.
5274,"So, if we could just get back to the lecture.",Ross,neutral,neutral,531,7,6,4,"00:20:30,062","00:20:33,022","Así que, si pudieramos volver al tema de la conferencia."
5275,"Umm, were there any questions?",Ross,neutral,neutral,531,8,6,4,"00:20:33,732","00:20:36,984","Umm, ¿hay alguna pregunta?"
5276,About paleontology.,Ross,neutral,neutral,531,9,6,4,"00:20:39,696","00:20:41,322",Sobre paleontologia.
5277,"All right, look I was just trying to make a good first impression.",Ross,anger,negative,531,10,6,4,"00:20:43,867","00:20:47,703","De acuerdo, mirad sólo intentaba daros una buena impresión."
5278,"Obviously, I screwed up.",Ross,sadness,negative,531,11,6,4,"00:20:47,871","00:20:49,747","Obviamente, lo he arruinado todo."
5279,But what you guys think of me is really important because I’m-I’m hoping to get a permanent job here.,Ross,neutral,neutral,531,12,6,4,"00:20:49,915","00:20:55,294","Pero chicos, lo que penseis de mi es muy importante porque yo...yo espero conseguir un trabajo fijo aquí."
5280,So if you just give me another chance to make a good impression,Ross,neutral,neutral,531,13,6,4,"00:20:55,462","00:20:58,839",Así que si me dais otra oportunidad de causaros una buena impresión...
5281,Ross!! Are you crazy?! I am,Rachel,anger,negative,531,14,6,4,"00:21:00,425","00:21:06,055",¡¡Ross!! ¡¿Estás loco?!
5282,"Well, hello Rachel!",Ross,surprise,positive,531,15,6,4,"00:21:16,024","00:21:17,775","Bien, ¡hola Rachel!"
5283,"Where you going, Joe?",Chandler,neutral,neutral,532,0,9,12,"00:10:28,794","00:10:31,046",¿Dónde vas Joey?
5284,For a walk.,Joey,neutral,neutral,532,1,9,12,"00:10:35,426","00:10:37,135",A caminar.
5285,Oh. You mind if I join you?,Chandler,neutral,neutral,532,2,9,12,"00:10:37,303","00:10:39,304",¿Te importa si te acompaño?
5286,"Actually, that will be long. You know, I really need to organize    my thoughts.",Joey,neutral,neutral,532,3,9,12,"00:10:39,555","00:10:44,851","En realidad, eso será mucho tiempo."
5287,Your thoughts? Plural?,Chandler,surprise,positive,532,4,9,12,"00:10:46,103","00:10:48,355",¿Tus pensamientos?¿En plural?
5288,"Allright, fine, I only have one thought! It's about the hot nanny,    I gotta see her!",Joey,joy,positive,532,5,9,12,"00:10:55,780","00:10:57,906",Esta bien. Sólo tengo un pensamiento.Es la niñera buena. Tengo que verla.
5289,"I'm afraid I can't let you do that, Joe.",Chandler,neutral,neutral,532,6,9,12,"0:10:58,908","0:11:01,010",Me temo que no puedo dejarte hacer eso Joe.
5290,Now YOU'RE telling me I can't see her??,Joey,anger,negative,532,7,9,12,"0:11:01,010","0:11:02,514",¿Qué quieres decir con que no puedo verla?
5291,You guys are killing me!,Joey,sadness,negative,532,8,9,12,"0:11:02,620","0:11:04,122",¡Me están matando chicos
5292,She's forbidden fruit!,Joey,sadness,negative,532,9,9,12,"0:11:04,122","0:11:07,186","Es como la fruta prohibida, es como, como..."
5293,"It's like ... like she's the princess and I'm the stable    boy ... Why are you doing this, huh?",Joey,sadness,negative,532,10,9,12,"00:11:07,291","00:11:17,092","como si fuera la princesa y yo el caballero.¿Por qué me hacen esto, ah?"
5294,Did Ross tell you not to let me go over    there?,Joey,neutral,neutral,532,11,9,12,"00:11:14,840","00:11:17,092",¿Ross te dijo que no me dejaras ir?
5295,"Yes, as a matter of fact he did, so I can't let you go.",Chandler,neutral,neutral,532,12,9,12,"00:11:17,301","00:11:20,011","De hecho, si me lo dijo. Así que no puedo dejarte."
5296,Huh. Interesting. Now there are obstacles. Hot nanny and me against    the world. This is the kind of stuff great novels are made of.,Joey,anger,negative,532,13,9,12,"00:11:20,221","00:11:31,022",Ahh... interesante...Ahora hay obstáculos.La niñera buena y yo contra el mundo.De este tipo de cosas están hechas las buenas novelas.
5297,Great novels?,Chandler,surprise,positive,532,14,9,12,"00:11:28,896","00:11:31,022",¿Buenas novelas?
5298,Fine ... mediocre porn,Joey,neutral,neutral,532,15,9,12,"00:11:31,232","00:11:33,817","Está bien, porno mediocre."
5309,"Cassie, are you finding everything okay in there?",Phoebe,neutral,neutral,534,0,7,19,"00:21:14,147","00:21:16,482","Cassie, esta todo como deberia ser?."
5310,Yeah! Thank you so much for letting me stay here.,Cassie,neutral,neutral,534,1,7,19,"00:21:16,650","00:21:19,443","Sí, gracias por dejar quedarme aqui."
5311,Oh! No problem! I,Phoebe,joy,positive,534,2,7,19,"00:21:19,611","00:21:21,821","Oh, no hay problema."
5312,What?,Cassie,surprise,positive,534,3,7,19,"00:21:40,007","00:21:41,048",Qué?
5313,You are iron.,Hoshi,neutral,neutral,535,0,3,24,"0:07:00,294","0:07:01,337",Eres de hierro
5314,You are steel!,Hoshi,joy,positive,535,1,3,24,"0:07:01,337","0:07:03,186",Eres de acero
5315,"Let me ask you something, how come when I call your computer support line, I have to wait an hour and a half?",Hoshi,anger,negative,535,2,3,24,"00:07:03,840","00:07:09,678","Deja que te pregunte algoPorque cuando llamo a línea de atención informática, tengo que esperar una hora y media?"
5316,"I told you, we’re adding new operators all the time. Could we concentrate on my training?",Pete,neutral,neutral,535,3,3,24,"00:07:09,929","00:07:13,432","Ya te lo dije, estamos añadiendo nuevos operadores. Concentrémonos en mi preparación?"
5317,"I mean why, of all people would you want to go out with Chip?!",Rachel,surprise,negative,536,0,4,2,"00:07:20,064","00:07:22,858","Es decir por que? con la cantidad de tipos que hay, tienes que ir a salir con Chip."
5318,"Look, you and I went to different high schools...",Monica,neutral,neutral,536,1,4,2,"00:07:23,025","00:07:24,776","Oye, tú y yo fuimos a secundarias muy distintas..."
5319,"Okay, that doesn’t help me, because we went to the same high school.",Rachel,neutral,neutral,536,2,4,2,"00:07:24,944","00:07:27,946","Eso no me sirve, porque fuimos a la misma secundaria."
5320,"You went to one where you were popular, and you got to ride off Chip’s motorcycle, and wear his letterman jacket.",Monica,neutral,neutral,536,3,4,2,"00:07:28,114","00:07:34,494","Tú fuiste a una en donde eras muy popular...y pudiste andar en la moto de Chip, y lucir su chaqueta de cuero."
5321,I went to one where I wore a band uniform they had to have specially made.,Monica,sadness,negative,536,4,4,2,"0:07:34,662","0:07:38,834","Yo fui a una en donde tenia que usar...Un uniforme especial, hecho a la medida."
5322,They had to have that specially made?!,Rachel,surprise,negative,536,5,4,2,"0:07:38,834","0:07:38,972",Tuvieron que hacértelo a la medida?!
5323,It was a project for one of the Home Ec classes.,Monica,neutral,neutral,536,6,4,2,"00:07:45,214","00:07:47,299",Fue un proyecto de economía doméstica.
5324,"Oh my God, they told us that was for the mascot!",Rachel,surprise,negative,536,7,4,2,"00:07:49,260","00:07:52,721",Oh Dios mio! Me dijeron que era para la mascota.
5325,"Back then, I thought that I would never, ever get the chance to go out with a Chip Matthews, and now he’s-he’s called me up and asked me out.",Monica,surprise,positive,536,8,4,2,"00:07:55,558","00:08:03,482",En esa época creía que nunca tendría la oportunidad de salir con un tipo como Chip....Pero ahora me llama y me invito a salir.
5326,And the fat girl inside of me really wants to go.,Monica,joy,positive,536,9,4,2,"0:08:03,649","0:08:06,277",Y la niña gorda que hay dentro de mí tiene ganas de ir
5327,I-I owe her this.,Monica,neutral,neutral,536,10,4,2,"0:08:06,277","0:08:07,795",Se lo debo a ella
5328,I never let her eat.,Monica,neutral,neutral,536,11,4,2,"00:08:07,904","00:08:09,654",Nunca la dejo comer.
5329,"Oh, you go out with him.",Rachel,neutral,neutral,536,12,4,2,"0:08:10,490","0:08:12,912",Oh debes salir con el.
5330,"Oh, really?!",Monica,surprise,positive,536,13,4,2,"0:08:12,912","0:08:13,136",En serio? - Si.
